graph6,n,m,Delta,delta,tree,regular,gamma,gamma_set,gamma_t,gamma_t_set,independent_domination,independent_domination_set,connected_domination,connected_domination_set,roman_domination,roman_twos,roman_ones,paired_domination,paired_domination_set,paired_matching,alpha,alpha_set,tau,min_maximal_matching,mu_unmatched,mu_matching,ore_slack,tx_i_mu_slack
Js`zv~}~f{?,11,40,8,7,0,0,2,3,2,3,3,97,2,3,4,1,96,2,3,0-1,4,30,7,4,14,0-7;4-8;5-9;6-10,7,1
JsaCCA?^z~?,11,24,8,3,0,0,2,3,2,3,3,1537,2,3,4,1,1536,2,3,0-1,8,510,3,3,62,0-6;7-9;8-10,7,0
JsaCC@~^r}?,11,28,7,4,0,0,2,3,2,3,4,1793,2,3,4,3,0,2,3,0-1,7,254,4,4,14,0-4;5-8;6-9;7-10,7,0
JsaCB|}^b{?,11,30,6,5,0,0,2,3,2,3,5,1921,2,3,4,3,0,2,3,0-1,6,126,5,5,2,0-2;3-7;4-8;5-9;6-10,7,0
K~~~~~~~~~~~,12,66,11,11,0,1,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,1,1,11,6,0,0-1;2-3;4-5;6-7;8-9;10-11,10,5
K~~~~~~~~~~},12,65,11,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,2,3072,10,5,3072,0-1;2-3;4-5;6-7;8-9,10,4
K~~~~~~~~~^{,12,63,11,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,3584,9,5,1536,0-1;2-3;4-5;6-7;8-11,10,4
K~~~~~~~v~~},12,64,11,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,2,768,10,5,768,0-1;2-3;4-5;6-10;7-11,10,4
K~~~~~~~v}^w,12,60,11,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,3840,8,4,3840,0-1;2-3;4-5;6-7,10,3
K~~~~~}~~~^{,12,62,11,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,3584,9,5,384,0-1;2-3;4-9;5-10;6-11,10,4
K~~~~~}~f{^o,12,56,11,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,3968,7,4,1920,0-1;2-3;4-5;6-11,10,3
K~~~~z~~v~~},12,63,11,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,2,192,10,5,192,0-1;2-3;4-5;8-10;9-11,10,4
K~~~~z~~v}^w,12,59,11,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,3840,8,4,3840,0-1;2-3;4-6;5-7,10,3
K~~~~z{~~~^{,12,60,11,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,448,9,5,192,0-1;2-3;4-9;5-10;8-11,10,4
K~~~~z{~Fw^_,12,51,11,6,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,4032,6,3,4032,0-1;2-3;4-5,10,2
K~~~v~}~~~^{,12,61,11,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,3584,9,5,96,0-1;2-3;4-9;7-10;8-11,10,4
K~~~v~}~f{^o,12,55,11,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,3968,7,4,1920,0-1;2-3;4-5;6-11,10,3
K~~~vr~~v}^w,12,57,11,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,3840,8,4,3840,0-1;2-5;3-6;4-7,10,3
K~~~vrw}Fo^?,12,45,11,5,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,7,4064,5,3,2016,0-1;2-3;4-11,10,2
K~~v~z~~v~~},12,62,11,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,2,48,10,5,48,0-1;2-3;6-8;7-10;9-11,10,4
K~~v~z~~v}^w,12,58,11,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,3840,8,4,3840,0-1;2-3;4-6;5-7,10,3
K~~v~z{~~~^{,12,59,11,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,448,9,5,48,0-1;2-3;6-9;7-10;8-11,10,4
K~~v~z{~Fw^_,12,50,11,6,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,4032,6,3,4032,0-1;2-4;3-5,10,2
K~~vf~}~f{^o,12,53,11,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,3968,7,4,1920,0-1;2-4;3-5;6-11,10,3
K~~vfb~~v}^w,12,54,11,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,240,8,4,240,0-8;1-9;2-10;3-11,10,3
K~~vfbo{F_]?,12,38,11,4,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,8,4080,4,2,4080,0-1;2-3,10,1
K~z~v~}~~~^{,12,60,11,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,3584,9,5,24,0-1;2-5;6-9;7-10;8-11,10,4
K~z~v~}~f{^o,12,54,11,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,3968,7,4,1920,0-1;2-3;4-5;6-11,10,3
K~z~vr~~v}^w,12,56,11,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,3840,8,4,3840,0-1;2-5;3-6;4-7,10,3
K~z~vrw}Fo^?,12,44,11,5,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,7,4064,5,3,2016,0-1;2-3;4-11,10,2
K~zf~z{~~~^{,12,57,11,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,56,9,5,24,0-1;2-5;6-9;7-10;8-11,10,4
K~zf~z{~Fw^_,12,48,11,6,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,4032,6,3,4032,0-3;1-4;2-5,10,2
K~zfF~}~f{^o,12,50,11,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,3968,7,4,1920,0-3;1-4;2-5;6-11,10,3
K~zfFB_wF?[?,12,30,11,3,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,9,4088,3,2,2040,0-1;2-11,10,1
K}~v~z~~v~~},12,61,11,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,2,12,10,5,12,0-1;4-6;5-7;8-10;9-11,10,4
K}~v~z~~v}^w,12,57,11,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,3840,8,4,3840,0-1;2-4;3-6;5-7,10,3
K}~v~z{~~~^{,12,58,11,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,448,9,5,12,0-1;4-6;5-9;7-10;8-11,10,4
K}~v~z{~Fw^_,12,49,11,6,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,4032,6,3,4032,0-1;2-4;3-5,10,2
K}~vf~}~f{^o,12,52,11,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,3968,7,4,1920,0-1;2-4;3-5;6-11,10,3
K}~vfb~~v}^w,12,53,11,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,240,8,4,240,0-8;1-9;2-10;3-11,10,3
K}~vfbo{F_]?,12,37,11,4,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,8,4080,4,2,4080,0-2;1-3,10,1
K}r~vr~~v}^w,12,54,11,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,3840,8,4,3840,0-1;2-5;3-6;4-7,10,3
K}r~vrw}Fo^?,12,42,11,5,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,7,4064,5,3,2016,0-2;1-3;4-11,10,2
K}rF~z{~Fw^_,12,45,11,6,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,4032,6,4,960,0-2;1-3;4-10;5-11,10,3
K}rEF~}~f{^o,12,46,11,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,124,7,5,12,0-7;1-8;4-9;5-10;6-11,10,4
K}rEEB?oE?W?,12,21,11,2,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,10,4092,2,1,4092,0-1,10,0
Kvz~v~}~~~^{,12,59,11,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,3584,9,5,6,0-3;4-5;6-9;7-10;8-11,10,4
Kvz~v~}~f{^o,12,53,11,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,3968,7,4,1920,0-1;2-3;4-5;6-11,10,3
Kvz~vr~~v}^w,12,55,11,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,3840,8,4,3840,0-1;2-5;3-6;4-7,10,3
Kvz~vrw}Fo^?,12,43,11,5,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,7,4064,5,3,2016,0-1;2-3;4-11,10,2
Kvzf~z{~~~^{,12,56,11,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,56,9,5,6,0-3;4-6;5-9;7-10;8-11,10,4
Kvzf~z{~Fw^_,12,47,11,6,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,4032,6,3,4032,0-3;1-4;2-5,10,2
KvzfF~}~f{^o,12,49,11,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,3968,7,4,1920,0-3;1-4;2-5;6-11,10,3
KvzfFB_wF?[?,12,29,11,3,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,9,4088,3,2,2040,0-1;2-11,10,1
Ks~vf~}~f{^o,12,50,11,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,3968,7,4,1920,0-1;2-4;3-5;6-11,10,3
Ks~vfb~~v}^w,12,51,11,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,240,8,4,240,0-8;1-9;2-10;3-11,10,3
Ks~vfbo{F_]?,12,35,11,4,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,8,4080,4,3,1008,0-1;2-10;3-11,10,2
Ksb~vrw}Fo^?,12,39,11,5,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,7,4064,5,4,480,0-1;2-9;3-10;4-11,10,3
KsaF~z{~Fw^_,12,41,11,6,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,4032,6,5,192,0-1;2-8;3-9;4-10;5-11,10,4
Kr~v~z~~v~~},12,60,10,10,0,1,2,3,2,3,2,6,2,3,3,1,8,2,3,0-1,2,6,10,5,6,0-4;3-5;6-8;7-10;9-11,8,3
Kr~v~z~~v}^w,12,56,10,8,0,0,2,3,2,3,2,6,2,3,3,1,8,2,3,0-1,4,3840,8,4,3840,0-1;2-3;4-6;5-7,8,2
Kr~v~z{~~~^{,12,57,10,9,0,0,2,3,2,3,2,6,2,3,3,1,8,2,3,0-1,3,448,9,5,6,0-4;3-5;6-9;7-10;8-11,8,3
Kr~v~z{~Fw^_,12,48,10,6,0,0,2,3,2,3,2,6,2,3,3,1,8,2,3,0-1,6,4032,6,3,4032,0-1;2-4;3-5,8,1
Kr~vf~}~f{^o,12,51,10,7,0,0,2,3,2,3,2,6,2,3,3,1,8,2,3,0-1,5,3968,7,4,1920,0-1;2-4;3-5;6-11,8,2
Kr~vfb~~v}^w,12,52,10,8,0,0,2,3,2,3,2,6,2,3,3,1,8,2,3,0-1,4,240,8,4,240,0-8;1-9;2-10;3-11,8,2
Kr~vfbo{F_]?,12,36,10,4,0,0,2,3,2,3,2,6,2,3,3,1,8,2,3,0-1,8,4080,4,2,4080,0-1;2-3,8,0
Ks^~vr~~v}^w,12,53,10,8,0,0,2,3,2,3,2,17,2,3,3,1,16,2,3,0-1,4,3840,8,4,3840,0-1;2-5;3-6;4-7,8,2
Ks^~vrw}Fo^?,12,41,10,5,0,0,2,3,2,3,2,17,2,3,3,1,16,2,3,0-1,7,4064,5,3,2016,0-1;2-4;3-11,8,1
Ks`~~z{~Fw^_,12,44,10,6,0,0,2,3,2,3,2,33,2,3,3,1,32,2,3,0-1,6,4032,6,4,960,0-1;2-5;3-10;4-11,8,2
KsaB~~}~f{^o,12,45,10,7,0,0,2,3,2,3,2,65,2,3,3,1,64,2,3,0-1,5,62,7,5,6,0-7;3-8;4-9;5-10;6-11,8,3
KsaCCA?_C?N~,12,20,10,2,0,0,2,3,2,3,2,2049,2,3,3,1,2048,2,3,0-1,10,2046,2,2,510,0-9;10-11,8,0
Ks\v~z{~~~^{,12,54,9,9,0,1,2,3,2,3,3,14,2,3,4,1,48,2,3,0-1,3,14,9,5,6,0-3;4-6;5-9;7-10;8-11,8,2
Ks\v~z{~Fw^_,12,45,9,6,0,0,2,3,2,3,3,14,2,3,4,1,48,2,3,0-1,6,4032,6,3,4032,0-1;2-4;3-5,8,0
Ks`zv~}~f{^o,12,47,9,7,0,0,2,3,2,3,3,97,2,3,4,1,96,2,3,0-1,5,3968,7,4,1920,0-1;2-5;3-6;4-11,8,1
KsaCCA?_B~n},12,27,9,3,0,0,2,3,2,3,3,3073,2,3,4,1,3072,2,3,0-1,9,1022,3,3,126,0-7;8-10;9-11,8,0
Ks`zrr~~v}^w,12,48,8,8,0,1,2,3,2,3,4,30,2,3,4,3,0,2,3,0-1,4,30,8,4,30,0-8;5-9;6-10;7-11,8,0
KsaCCA?^z~N{,12,32,8,4,0,0,2,3,2,3,4,3585,2,3,4,3,0,2,3,0-1,8,510,4,4,30,0-5;6-9;7-10;8-11,8,0
KsaCC@~^r}Nw,12,35,7,5,0,0,2,3,2,3,5,3841,2,3,4,3,0,2,3,0-1,7,254,5,5,6,0-3;4-8;5-9;6-10;7-11,8,0
KsaCB|}^b{No,12,36,6,6,0,1,2,3,2,3,6,126,2,3,4,3,0,2,3,0-1,6,126,6,6,0,0-1;2-7;3-8;4-9;5-10;6-11,8,0
L~~~~~~~~~~~~~,13,78,12,12,0,1,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,1,1,12,6,1,1-2;3-4;5-6;7-8;9-10;11-12,11,5
L~~~~~~~~~~~~},13,77,12,11,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,2,6144,11,6,1,1-2;3-4;5-6;7-8;9-11;10-12,11,5
L~~~~~~~~~~}~{,13,75,12,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,7168,10,5,7168,0-1;2-3;4-5;6-7;8-9,11,4
L~~~~~~~~~^~~},13,76,12,11,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,2,1536,11,6,1,1-2;3-4;5-6;7-8;9-11;10-12,11,5
L~~~~~~~~~^{~w,13,72,12,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,7680,9,5,3584,0-1;2-3;4-5;6-7;8-12,11,4
L~~~~~~~v~~}~{,13,74,12,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,7168,10,5,7168,0-1;2-3;4-5;6-8;7-9,11,4
L~~~~~~~v}^w~o,13,68,12,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,7936,8,4,7936,0-1;2-3;4-5;6-7,11,3
L~~~~~}~~~^~~},13,75,12,11,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,2,384,11,6,1,1-2;3-4;5-6;7-9;8-11;10-12,11,5
L~~~~~}~~~^{~w,13,71,12,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,7680,9,5,3584,0-1;2-3;4-5;6-7;8-12,11,4
L~~~~~}~f~~}~{,13,72,12,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,896,10,5,896,0-1;2-3;4-10;5-11;6-12,11,4
L~~~~~}~f{^o~_,13,63,12,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,8064,7,4,3968,0-1;2-3;4-5;6-12,11,3
L~~~~z~~v~~}~{,13,73,12,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,7168,10,5,7168,0-1;2-3;4-5;6-8;7-9,11,4
L~~~~z~~v}^w~o,13,67,12,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,7936,8,4,7936,0-1;2-3;4-6;5-7,11,3
L~~~~z{~~~^{~w,13,69,12,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,7680,9,5,448,0-1;2-9;3-10;4-11;5-12,11,4
L~~~~z{~Fw^_~?,13,57,12,6,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,7,8128,6,3,8128,0-1;2-3;4-5,11,2
L~~~v~}~~~^~~},13,74,12,11,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,2,96,11,6,1,1-2;3-4;5-7;6-8;9-11;10-12,11,5
L~~~v~}~~~^{~w,13,70,12,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,7680,9,5,3584,0-1;2-3;4-5;6-7;8-12,11,4
L~~~v~}~f~~}~{,13,71,12,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,896,10,5,896,0-1;2-3;4-10;5-11;6-12,11,4
L~~~v~}~f{^o~_,13,62,12,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,8064,7,4,3968,0-1;2-3;4-5;6-12,11,3
L~~~vr~~v}^w~o,13,65,12,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,7936,8,4,7936,0-1;2-5;3-6;4-7,11,3
L~~~vrw~~~^{~w,13,66,12,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,480,9,5,224,0-1;2-9;3-10;4-11;8-12,11,4
L~~~vrw}Fo^?}?,13,50,12,5,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,8,8160,5,3,4064,0-1;2-3;4-12,11,2
L~~v~z~~v~~}~{,13,72,12,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,7168,10,5,7168,0-1;2-3;4-6;5-8;7-9,11,4
L~~v~z~~v}^w~o,13,66,12,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,7936,8,4,7936,0-1;2-3;4-6;5-7,11,3
L~~v~z{~~~^{~w,13,68,12,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,7680,9,5,448,0-1;2-9;3-10;4-11;5-12,11,4
L~~v~z{~Fw^_~?,13,56,12,6,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,7,8128,6,3,8128,0-1;2-4;3-5,11,2
L~~vf~}~f~~}~{,13,69,12,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,112,10,5,112,0-1;2-3;7-10;8-11;9-12,11,4
L~~vf~}~f{^o~_,13,60,12,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,8064,7,4,3968,0-1;2-4;3-5;6-12,11,3
L~~vfb~~v}^w~o,13,62,12,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,7936,8,4,7936,0-4;1-5;2-6;3-7,11,3
L~~vfbo{F_]?{?,13,42,12,4,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,9,8176,4,2,8176,0-1;2-3,11,1
L~z~v~}~~~^~~},13,73,12,11,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,2,24,11,6,1,1-2;3-5;4-6;7-9;8-11;10-12,11,5
L~z~v~}~~~^{~w,13,69,12,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,7680,9,5,3584,0-1;2-3;4-5;6-7;8-12,11,4
L~z~v~}~f~~}~{,13,70,12,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,896,10,5,896,0-1;2-3;4-10;5-11;6-12,11,4
L~z~v~}~f{^o~_,13,61,12,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,8064,7,4,3968,0-1;2-3;4-5;6-12,11,3
L~z~vr~~v}^w~o,13,64,12,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,7936,8,4,7936,0-1;2-5;3-6;4-7,11,3
L~z~vrw~~~^{~w,13,65,12,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,480,9,5,224,0-1;2-9;3-10;4-11;8-12,11,4
L~z~vrw}Fo^?}?,13,49,12,5,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,8,8160,5,3,4064,0-1;2-3;4-12,11,2
L~zf~z{~~~^{~w,13,66,12,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,7680,9,5,56,0-1;2-9;6-10;7-11;8-12,11,4
L~zf~z{~Fw^_~?,13,54,12,6,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,7,8128,6,3,8128,0-3;1-4;2-5,11,2
L~zfF~}~f{^o~_,13,57,12,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,8064,7,4,3968,0-3;1-4;2-5;6-12,11,3
L~zfFB~~v}^w~o,13,58,12,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,248,8,5,56,0-8;1-9;2-10;6-11;7-12,11,4
L~zfFB_wF?[?w?,13,33,12,3,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,10,8184,3,2,4088,0-1;2-12,11,1
L}~v~z~~v~~}~{,13,71,12,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,7168,10,5,7168,0-1;2-4;3-5;6-8;7-9,11,4
L}~v~z~~v}^w~o,13,65,12,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,7936,8,4,7936,0-1;2-4;3-6;5-7,11,3
L}~v~z{~~~^{~w,13,67,12,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,7680,9,5,448,0-1;2-9;3-10;4-11;5-12,11,4
L}~v~z{~Fw^_~?,13,55,12,6,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,7,8128,6,3,8128,0-1;2-4;3-5,11,2
L}~vf~}~f~~}~{,13,68,12,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,112,10,5,112,0-1;2-7;3-10;8-11;9-12,11,4
L}~vf~}~f{^o~_,13,59,12,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,8064,7,4,3968,0-1;2-4;3-5;6-12,11,3
L}~vfb~~v}^w~o,13,61,12,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,7936,8,4,7936,0-4;1-5;2-6;3-7,11,3
L}~vfbo{F_]?{?,13,41,12,4,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,9,8176,4,2,8176,0-2;1-3,11,1
L}r~vr~~v}^w~o,13,62,12,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,7936,8,4,7936,0-1;2-5;3-6;4-7,11,3
L}r~vrw~~~^{~w,13,63,12,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,480,9,5,28,0-1;5-9;6-10;7-11;8-12,11,4
L}r~vrw}Fo^?}?,13,47,12,5,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,8,8160,5,3,4064,0-2;1-3;4-12,11,2
L}rF~z{~Fw^_~?,13,51,12,6,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,7,8128,6,4,1984,0-2;1-3;4-11;5-12,11,3
L}rEF~}~f{^o~_,13,53,12,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,8064,7,5,896,0-2;1-3;4-10;5-11;6-12,11,4
L}rEEB?oE?W?o?,13,23,12,2,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,11,8188,2,1,8188,0-1,11,0
Lvz~v~}~~~^~~},13,72,12,11,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,2,6,11,6,1,1-3;2-4;5-7;6-8;9-11;10-12,11,5
Lvz~v~}~~~^{~w,13,68,12,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,7680,9,5,3584,0-1;2-3;4-5;6-7;8-12,11,4
Lvz~v~}~f~~}~{,13,69,12,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,896,10,5,896,0-1;2-3;4-10;5-11;6-12,11,4
Lvz~v~}~f{^o~_,13,60,12,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,8064,7,4,3968,0-1;2-3;4-5;6-12,11,3
Lvz~vr~~v}^w~o,13,63,12,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,7936,8,4,7936,0-1;2-5;3-6;4-7,11,3
Lvz~vrw~~~^{~w,13,64,12,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,480,9,5,224,0-1;2-9;3-10;4-11;8-12,11,4
Lvz~vrw}Fo^?}?,13,48,12,5,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,8,8160,5,3,4064,0-1;2-3;4-12,11,2
Lvzf~z{~~~^{~w,13,65,12,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,7680,9,5,56,0-1;2-9;6-10;7-11;8-12,11,4
Lvzf~z{~Fw^_~?,13,53,12,6,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,7,8128,6,3,8128,0-3;1-4;2-5,11,2
LvzfF~}~f{^o~_,13,56,12,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,8064,7,4,3968,0-3;1-4;2-5;6-12,11,3
LvzfFB~~v}^w~o,13,57,12,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,248,8,5,56,0-8;1-9;2-10;6-11;7-12,11,4
LvzfFB_wF?[?w?,13,32,12,3,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,10,8184,3,2,4088,0-1;2-12,11,1
Ls~vf~}~f~~}~{,13,66,12,10,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,14,10,5,14,0-4;5-7;6-10;8-11;9-12,11,4
Ls~vf~}~f{^o~_,13,57,12,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,8064,7,4,3968,0-1;2-4;3-5;6-12,11,3
Ls~vfb~~v}^w~o,13,59,12,8,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,7936,8,4,7936,0-4;1-5;2-6;3-7,11,3
Ls~vfbo{F_]?{?,13,39,12,4,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,9,8176,4,3,2032,0-1;2-11;3-12,11,2
Lsb~vrw~~~^{~w,13,60,12,9,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,30,9,5,14,0-4;5-9;6-10;7-11;8-12,11,4
Lsb~vrw}Fo^?}?,13,44,12,5,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,8,8160,5,4,992,0-1;2-10;3-11;4-12,11,3
LsaF~z{~Fw^_~?,13,47,12,6,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,7,8128,6,5,448,0-1;2-9;3-10;4-11;5-12,11,4
LsaCF~}~f{^o~_,13,48,12,7,0,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,126,7,6,1,1-7;2-8;3-9;4-10;5-11;6-12,11,5
Lr~v~z~~v~~}~{,13,70,11,10,0,0,2,3,2,3,2,6,2,3,3,1,8,2,3,0-1,3,7168,10,5,7168,0-1;2-3;4-6;5-8;7-9,9,3
